EstICmpName,kJobCode
CPC000232,381042
CPC000233,380142
CPC000233,380142
CPC000233,380010
CPC000233,380010
CPC000233,371052
CPC000233,371052
CPC000233,380323
CPC000233,380323
CPC000233,380442
CPC000233,380442
CPC000233,380765
CPC000233,380765
CPC000233,381191
CPC000233,381191
CPC000233,381428
CPC000233,381428
CPC000233,381716
CPC000233,381716
CPC000233,390057
CPC000233,390057
CPC000233,390757
CPC000233,390757
CPC000233,391212
CPC000233,391212
CPC000233,391430
CPC000233,391430
CPC000233,391598
CPC000233,391598
CPC000233,391968
CPC000233,391968
CPC000234,371053
CPC000234,371053
CPC000234,380909
CPC000234,380909
CPC000234,381009
CPC000234,381009
CPC000234,390298
CPC000234,390298
CPC000234,390750
CPC000234,390750
CPC000235,371111
CPC000235,371111
CPC000236,380181
CPC000236,380063
CPC000236,380063
CPC000236,371111
CPC000236,371111
CPC000236,380181
CPC000237,380182
CPC000237,380182
CPC000238,371061
CPC000238,371061
CPC000239,371061
CPC000239,371061
CPC000239,380282
CPC000239,380282
CPC000241,371061
CPC000241,371061
CPC000241,380283
CPC000241,380283
CPC000242,371048
CPC000242,371048
CPC000243,371048
CPC000243,371048
CPC000245,371110
CPC000245,371110
CPC000245,380324
CPC000245,380324
CPC000247,371110
CPC000247,371110
CPC000247,380180
CPC000247,380180
CPC000247,380088
CPC000247,380088
CPC000248,380179
CPC000248,380179
CPC000248,371093
CPC000248,371093
CPC000249,371085
CPC000249,371085
CPC000250,371085
CPC000250,371085
CPC000251,371084
CPC000251,371084
CPC000252,371084
CPC000252,371084
CPC000253,371112
CPC000253,371112
CPC000253,371049
CPC000253,371049
CPC000254,371049
CPC000254,371049
CPC000255,371112
CPC000255,371112
CPC000255,371051
CPC000255,371051
CPC000263,371110
CPC000263,371110
CPC000264,371097
CPC000264,371097
CPC000265,380183
CPC000265,380183
CPC000265,371104
CPC000265,371104
CPC000265,380296
CPC000265,380296
CPC000265,380766
CPC000265,380766
CPC000265,381578
CPC000265,381578
CPC000265,390192
CPC000265,390192
CPC000265,390675
CPC000265,390675
CPC000265,390968
CPC000265,390968
CPC000265,391990
CPC000265,391990
CPC000265,392262
CPC000265,392262
CPC000265,400197
CPC000265,400197
CPC000265,402158
CPC000265,402158
CPC000265,410285
CPC000265,410285
CPC000265,410374
CPC000265,410374
CPC000265,410753
CPC000265,410753
CPC000265,411323
CPC000265,411323
CPC000266,371106
CPC000266,371106
CPC000266,380297
CPC000266,380297
CPC000266,390193
CPC000266,390193
CPC000266,391135
CPC000266,391135
CPC000266,402157
CPC000266,402157
CPC000266,410381
CPC000266,410381
CPC000267,371107
CPC000267,371107
CPC000267,380298
CPC000267,380298
CPC000268,371107
CPC000268,371107
CPC000268,380298
CPC000268,380298
CPC000269,371107
CPC000269,371107
CPC000269,380298
CPC000269,380298
CPC000269,380767
CPC000269,380767
CPC000270,371081
CPC000270,371086
CPC000270,371086
CPC000270,380193
CPC000270,380193
CPC000275,371129
CPC000275,371129
CPC000276,371129
CPC000276,371129
CPC000277,371129
CPC000277,371129
CPC000278,371129
CPC000278,371129
CPC000279,371040
CPC000279,371040
CPC000280,371094
CPC000280,371094
CPC000281,371094
CPC000281,371094
CPC000282,371094
CPC000282,371094
CPC000283,371094
CPC000283,371094
CPC000284,371115
CPC000284,371115
CPC000284,380325
CPC000284,380325
CPC000285,371118
CPC000285,371118
CPC000286,371008
CPC000286,371008
CPC000287,371008
CPC000287,371008
CPC000288,371008
CPC000288,371008
CPC000289,380011
CPC000289,380011
CPC000289,400140
CPC000289,400140
CPC000290,380011
CPC000290,380011
CPC000290,380768
CPC000290,380768
CPC000290,400140
CPC000290,400140
CPC000291,380011
CPC000291,380011
CPC000291,380300
CPC000291,380300
CPC000291,380768
CPC000291,380768
CPC000293,380290
CPC000293,380290
CPC000295,380290
CPC000295,380290
CPC000299,371113
CPC000299,371113
CPC000300,371113
CPC000300,371113
CPC000302,380089
CPC000302,380089
CPC000302,371113
CPC000302,371113
CPC000302,380245
CPC000302,380245
CPC000303,380018
CPC000303,380018
CPC000305,380170
CPC000305,380170
CPC000305,371101
CPC000305,371101
CPC000305,380448
CPC000305,380448
CPC000305,381044
CPC000305,381044
CPC000306,371101
CPC000306,371101
CPC000306,380448
CPC000306,380448
CPC000306,381044
CPC000306,381044
CPC000306,381601
CPC000306,381601
CPC000307,380171
CPC000307,380171
CPC000307,371101
CPC000307,371101
CPC000307,380242
CPC000307,380242
CPC000307,380310
CPC000307,380310
CPC000307,380159
CPC000307,380159
CPC000307,380448
CPC000307,380448
CPC000307,381044
CPC000307,381044
CPC000307,381064
CPC000307,381064
CPC000307,381206
CPC000307,381206
CPC000307,381264
CPC000307,381264
CPC000307,401517
CPC000307,401517
CPC000307,412061
CPC000307,412061
CPC000308,371101
CPC000308,371101
CPC000308,380242
CPC000308,380242
CPC000308,380159
CPC000308,380159
CPC000308,380448
CPC000308,380448
CPC000308,381206
CPC000308,381206
CPC000308,381264
CPC000308,381264
CPC000309,371101
CPC000309,371101
CPC000309,380242
CPC000309,380242
CPC000309,380159
CPC000309,380159
CPC000309,380448
CPC000309,380448
CPC000309,381264
CPC000309,381264
CPC000310,371101
CPC000310,371101
CPC000310,380087
CPC000310,380087
CPC000310,380041
CPC000310,380041
CPC000311,371101
CPC000311,371101
CPC000311,380087
CPC000311,380087
CPC000311,380041
CPC000311,380041
CPC000312,371101
CPC000312,371101
CPC000312,380310
CPC000312,380310
CPC000312,380159
CPC000312,380159
CPC000312,380448
CPC000312,380448
CPC000312,381064
CPC000312,381064
CPC000312,381264
CPC000312,381264
CPC000313,371101
CPC000313,371101
CPC000313,380310
CPC000313,380310
CPC000313,380159
CPC000313,380159
CPC000313,380448
CPC000313,380448
CPC000313,381064
CPC000313,381064
CPC000313,381080
CPC000313,381080
CPC000313,381264
CPC000313,381264
CPC000313,381601
CPC000313,381601
CPC000314,380094
CPC000314,380094
CPC000314,371096
CPC000314,371096
CPC000314,380249
CPC000314,380249
CPC000314,380314
CPC000314,380314
CPC000314,380406
CPC000314,380406
CPC000314,380776
CPC000314,380776
CPC000314,380789
CPC000314,380789
CPC000315,380094
CPC000315,380094
CPC000315,371096
CPC000315,371096
CPC000315,380249
CPC000315,380249
CPC000315,380343
CPC000315,380343
CPC000315,380406
CPC000315,380406
CPC000317,371101
CPC000317,371101
CPC000317,380087
CPC000317,380087
CPC000317,380242
CPC000317,380242
CPC000317,380041
CPC000317,380041
CPC000317,380623
CPC000317,380623
CPC000318,380094
CPC000318,380094
CPC000318,371096
CPC000318,371096
CPC000318,380249
CPC000318,380249
CPC000323,380309
CPC000323,380309
CPC000323,371099
CPC000323,371099
CPC000323,380460
CPC000323,380460
CPC000323,381589
CPC000323,381589
CPC000324,380309
CPC000324,380309
CPC000324,371099
CPC000324,371099
CPC000324,380460
CPC000324,380460
CPC000324,381589
CPC000324,381589
CPC000325,380046
CPC000325,380046
CPC000325,380160
CPC000325,380160
CPC000325,380171
CPC000325,380171
CPC000325,380309
CPC000325,380309
CPC000325,371099
CPC000325,371099
CPC000325,380201
CPC000325,380201
CPC000325,380223
CPC000325,380223
CPC000325,380460
CPC000325,380460
CPC000325,380624
CPC000325,380624
CPC000325,380891
CPC000325,380891
CPC000325,381068
CPC000325,381068
CPC000325,381263
CPC000325,381263
CPC000325,381396
CPC000325,381396
CPC000325,381589
CPC000325,381589
CPC000325,390960
CPC000325,390960
CPC000325,391218
CPC000325,391218
CPC000325,400006
CPC000325,400006
CPC000325,410090
CPC000325,410090
CPC000325,411625
CPC000325,411625
CPC000325,421204
CPC000325,421204
CPC000326,380046
CPC000326,380046
CPC000326,380160
CPC000326,380160
CPC000326,380309
CPC000326,380309
CPC000326,371099
CPC000326,371099
CPC000326,380223
CPC000326,380223
CPC000326,380460
CPC000326,380460
CPC000326,380624
CPC000326,380624
CPC000326,380891
CPC000326,380891
CPC000326,381263
CPC000326,381263
CPC000326,381396
CPC000326,381396
CPC000327,380046
CPC000327,380046
CPC000327,380160
CPC000327,380309
CPC000327,380309
CPC000327,380160
CPC000327,371099
CPC000327,371099
CPC000327,380223
CPC000327,380223
CPC000327,380460
CPC000327,380460
CPC000327,380624
CPC000327,380624
CPC000327,380891
CPC000327,380891
CPC000327,381080
CPC000327,381080
CPC000327,381263
CPC000327,381263
CPC000327,381396
CPC000327,381396
CPC000327,381601
CPC000327,381601
CPC000328,380046
CPC000328,380046
CPC000328,380160
CPC000328,380160
CPC000328,371099
CPC000328,371099
CPC000328,380223
CPC000328,380223
CPC000328,380460
CPC000328,380460
CPC000328,380624
CPC000328,380624
CPC000329,380046
CPC000329,380046
CPC000329,380160
CPC000329,380160
CPC000329,371099
CPC000329,371099
CPC000329,380223
CPC000329,380223
CPC000329,380460
CPC000329,380460
CPC000329,380624
CPC000329,380624
CPC000330,380046
CPC000330,380046
CPC000330,371099
CPC000330,371099
CPC000330,380223
CPC000330,380223
CPC000330,380624
CPC000330,380624
CPC000330,381068
CPC000330,381068
CPC000330,381396
CPC000330,381396
CPC000331,380046
CPC000331,380046
CPC000331,371099
CPC000331,371099
CPC000331,380223
CPC000331,380223
CPC000331,380624
CPC000331,380624
CPC000331,381068
CPC000331,381068
CPC000331,381080
CPC000331,381080
CPC000331,381396
CPC000331,381396
CPC000332,380046
CPC000332,380046
CPC000332,380160
CPC000332,380160
CPC000332,371099
CPC000332,371099
CPC000333,380046
CPC000333,380046
CPC000333,380160
CPC000333,380160
CPC000333,371099
CPC000333,371099
CPC000334,380091
CPC000334,380091
CPC000334,371099
CPC000334,371099
CPC000335,380091
CPC000335,380091
CPC000335,371099
CPC000335,371099
CPC000336,371099
CPC000336,371099
CPC000336,380223
CPC000336,380223
CPC000337,371099
CPC000337,371099
CPC000337,380223
CPC000337,380223
CPC000339,380091
CPC000339,380091
CPC000339,371099
CPC000339,371099
CPC000339,380223
CPC000339,380223
CPC000340,380046
CPC000340,380046
CPC000340,380160
CPC000340,380160
CPC000340,371099
CPC000340,371099
CPC000340,380223
CPC000340,380223
CPC000340,380460
CPC000340,380460
CPC000340,380624
CPC000340,380624
CPC000341,380175
CPC000341,380175
CPC000341,380315
CPC000341,380315
CPC000341,380406
CPC000341,380406
CPC000341,380776
CPC000341,380776
CPC000341,380789
CPC000341,380789
CPC000341,380888
CPC000341,380888
CPC000341,381046
CPC000341,381046
CPC000341,381212
CPC000341,381212
CPC000341,390048
CPC000341,390048
CPC000341,390911
CPC000341,390911
CPC000342,380175
CPC000342,380175
CPC000342,380094
CPC000342,380094
CPC000342,380315
CPC000342,380315
CPC000342,380406
CPC000342,380406
CPC000342,380776
CPC000342,380776
CPC000342,380789
CPC000342,380789
CPC000342,381046
CPC000342,381046
CPC000342,390911
CPC000343,380175
CPC000343,380175
CPC000343,380094
CPC000343,380094
CPC000343,380315
CPC000343,380315
CPC000343,380406
CPC000343,380406
CPC000343,380776
CPC000343,380776
CPC000343,380789
CPC000343,380789
CPC000343,381046
CPC000343,381046
CPC000344,371100
CPC000344,371100
CPC000344,381066
CPC000344,381066
CPC000344,391844
CPC000344,391844
CPC000344,410655
CPC000344,410655
CPC000345,371100
CPC000345,371100
CPC000345,381066
CPC000345,381066
CPC000345,391844
CPC000345,391844
CPC000345,392155
CPC000345,392155
CPC000345,410655
CPC000345,410655
CPC000346,371100
CPC000346,371100
CPC000346,381066
CPC000346,381066
CPC000346,391844
CPC000346,391844
CPC000346,410655
CPC000346,410655
CPC000347,380048
CPC000347,380048
CPC000347,380144
CPC000347,380144
CPC000347,371105
CPC000347,371105
CPC000347,380311
CPC000347,380311
CPC000347,380238
CPC000347,380238
CPC000347,380471
CPC000347,380471
CPC000348,380048
CPC000348,380048
CPC000348,380144
CPC000348,380144
CPC000348,371105
CPC000348,371105
CPC000348,380311
CPC000348,380311
CPC000348,380238
CPC000348,380238
CPC000348,380471
CPC000348,380471
CPC000349,380048
CPC000349,380048
CPC000349,380144
CPC000349,380144
CPC000349,371105
CPC000349,371105
CPC000349,380311
CPC000349,380311
CPC000349,380238
CPC000349,380238
CPC000349,380471
CPC000349,380471
CPC000350,380311
CPC000350,380048
CPC000350,380048
CPC000350,371105
CPC000350,371105
CPC000350,380311
CPC000350,380238
CPC000350,380238
CPC000351,380048
CPC000351,380048
CPC000351,371105
CPC000351,371105
CPC000351,380311
CPC000351,380311
CPC000351,380238
CPC000351,380238
CPC000352,380238
CPC000352,380048
CPC000352,380048
CPC000352,371105
CPC000352,371105
CPC000352,380311
CPC000352,380311
CPC000352,380238
CPC000353,371105
CPC000353,371105
CPC000353,380311
CPC000353,380311
CPC000353,380238
CPC000353,380238
CPC000353,380656
CPC000353,380656
CPC000353,380471
CPC000353,380471
CPC000353,381269
CPC000353,381269
CPC000353,381398
CPC000353,381398
CPC000353,381741
CPC000353,381741
CPC000353,390105
CPC000353,390105
CPC000353,390369
CPC000353,390369
CPC000353,390571
CPC000353,390571
CPC000353,391394
CPC000353,391394
CPC000354,371105
CPC000354,371105
CPC000354,380238
CPC000354,380311
CPC000354,380311
CPC000354,380238
CPC000354,380656
CPC000354,380656
CPC000354,380471
CPC000354,380471
CPC000354,381269
CPC000354,381269
CPC000354,381398
CPC000354,381398
CPC000354,381741
CPC000354,381741
CPC000354,390105
CPC000354,390105
CPC000354,390369
CPC000354,390369
CPC000354,390571
CPC000354,390571
CPC000354,390901
CPC000354,390901
CPC000354,391394
CPC000354,391394
CPC000355,371105
CPC000355,371105
CPC000355,380311
CPC000355,380311
CPC000355,380238
CPC000355,380238
CPC000355,380656
CPC000355,380656
CPC000355,380471
CPC000355,380471
CPC000355,381269
CPC000355,381269
CPC000355,381398
CPC000355,381398
CPC000355,381741
CPC000355,381741
CPC000355,390105
CPC000355,390105
CPC000355,390369
CPC000355,390369
CPC000355,390571
CPC000355,390571
CPC000355,391394
CPC000355,391394
CPC000356,380048
CPC000356,380048
CPC000356,380144
CPC000356,380144
CPC000356,371105
CPC000356,371105
CPC000356,380311
CPC000356,380311
CPC000356,380238
CPC000356,380238
CPC000356,380471
CPC000356,380471
CPC000357,380048
CPC000357,380048
CPC000357,380144
CPC000357,380144
CPC000357,371105
CPC000357,371105
CPC000357,380311
CPC000357,380311
CPC000357,380238
CPC000357,380238
CPC000357,380471
CPC000357,380471
CPC000358,371105
CPC000358,371105
CPC000358,380238
CPC000358,380238
CPC000358,381398
CPC000358,381398
CPC000358,381741
CPC000358,381741
CPC000358,390105
CPC000358,390105
CPC000358,390369
CPC000358,390369
CPC000358,390571
CPC000358,390571
CPC000359,371105
CPC000359,371105
CPC000359,380238
CPC000359,380238
CPC000359,381080
CPC000359,381080
CPC000359,381398
CPC000359,381398
CPC000359,381741
CPC000359,381741
CPC000359,390105
CPC000359,390105
CPC000359,390369
CPC000359,390369
CPC000359,390571
CPC000359,390571
CPC000360,371105
CPC000360,371105
CPC000361,371105
CPC000361,371105
CPC000362,371105
CPC000362,371105
CPC000362,380311
CPC000362,380311
CPC000363,380147
CPC000363,380147
CPC000363,371103
CPC000363,371103
CPC000363,380222
CPC000363,380222
CPC000363,380322
CPC000363,380322
CPC000363,380461
CPC000363,380461
CPC000364,380147
CPC000364,380147
CPC000364,371103
CPC000364,371103
CPC000364,380222
CPC000364,380222
CPC000364,380322
CPC000364,380322
CPC000364,380461
CPC000364,380461
CPC000365,380047
CPC000365,380047
CPC000365,380147
CPC000365,380147
CPC000365,371103
CPC000365,371103
CPC000365,380222
CPC000365,380222
CPC000365,380322
CPC000365,380322
CPC000365,380461
CPC000365,380461
CPC000366,380047
CPC000366,380047
CPC000366,380147
CPC000366,380147
CPC000366,371103
CPC000366,371103
CPC000366,380222
CPC000366,380222
CPC000366,380322
CPC000366,380322
CPC000366,380461
CPC000366,380461
