JobID,ItemID,JobItemID,DateFound,InspectShift,InspectGluer,DefectCode,DefectDesc,CaseQty,DefectiveSamples,TotalSamples,OriginMachineID,Quantity
411757,6505,4117576505,10/21/2021,1,6,G3,Insufficient Glue,1100,12,52,GLUER #5 6FX ,0
411757,6505,4117576505,10/21/2021,1,6,G3,Insufficient Glue,1100,8,52,GLUER #5 6FX ,0
411757,6505,4117576505,10/21/2021,1,6,G3,Insufficient Glue,1100,10,52,GLUER #5 6FX ,0
411252,8629,4112528629,10/22/2021,2,7,D7,Cracking,700,32,32,Bobst 106 DC1 ,0
411252,8624,4112528624,10/22/2021,2,7,G5,Beltmarks,700,5,32,GLUER #7 BOBST ,0
411252,8624,4112528624,10/22/2021,2,7,G5,Beltmarks,700,10,32,GLUER #7 BOBST ,0
411252,8624,4112528624,10/22/2021,2,7,G5,Beltmarks,700,6,32,GLUER #7 BOBST ,0
411649,8568,4116498568,10/22/2021,1,10,P8,Dryup,1200,18,52,KBA RAPIDA130 P3 ,0
411649,8568,4116498568,10/22/2021,1,10,P8,Dryup,1200,4,52,KBA RAPIDA130 P3 ,0
411649,8568,4116498568,10/22/2021,1,10,P8,Dryup,1200,9,52,KBA RAPIDA130 P3 ,0
411252,8629,4112528629,10/25/2021,1,7,G10,Prefold,900,11,20,GLUER #7 BOBST ,0
411252,8629,4112528629,10/25/2021,1,7,G10,Prefold,900,9,20,GLUER #7 BOBST ,0
411252,8629,4112528629,10/25/2021,1,7,G10,Prefold,900,5,20,GLUER #7 BOBST ,0
411252,8629,4112528629,10/25/2021,1,7,G10,Prefold,900,6,20,GLUER #7 BOBST ,0
411252,8629,4112528629,10/25/2021,1,7,G10,Prefold,900,8,20,GLUER #7 BOBST ,0
411833,8592,4118338592,10/25/2021,1,4,P8,Dryup,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,D7,Cracking,900,10,32,BOBST 130ER DC3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,4,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P8,Dryup,900,10,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P8,Dryup,900,3,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P8,Dryup,900,3,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,1,4,D7,Cracking,900,4,32,BOBST 130ER DC3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,2,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,8,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,2,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,3,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,3,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,2,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,3,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,7,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,7,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,4,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,4,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,3,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,4,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,10,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P8,Dryup,300,4,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,20,20,KBA RAPIDA130 P3 ,0
411833,8593,4118338593,10/25/2021,1,4,P5,Hickies,300,5,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,6,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,6,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,8,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,5,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,3,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,5,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P8,Dryup,300,5,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,5,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P1,Color Variation,300,9,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,9,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,6,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,2,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,2,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,3,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P8,Dryup,300,2,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411833,8591,4118338591,10/25/2021,1,4,P5,Hickies,300,10,20,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/25/2021,2,4,P5,Hickies,900,32,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,2,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411833,8592,4118338592,10/25/2021,2,4,F2,Excess Glue,900,0,32,BOBST 130ER DC3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,10,32,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,6,32,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,9,32,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,15,32,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,5,32,KBA RAPIDA130 P3 ,0
411834,8601,4118348601,10/26/2021,1,4,P5,Hickies,900,7,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P5,Hickies,900,8,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P5,Hickies,900,15,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P5,Hickies,900,7,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P8,Dryup,900,9,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P8,Dryup,900,15,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P8,Dryup,900,20,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P8,Dryup,900,8,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/26/2021,1,4,P8,Dryup,900,15,32,KBA RAPIDA130 P3 ,0
411575,7890,4115757890,10/26/2021,2,9,P10,Water Mark,700,32,32,KBA RAPIDA130 P3 ,0
411575,7890,4115757890,10/26/2021,2,9,P10,Water Mark,700,32,32,KBA RAPIDA130 P3 ,0
411575,7890,4115757890,10/26/2021,2,9,P10,Water Mark,700,32,32,KBA RAPIDA130 P3 ,0
411575,7890,4115757890,10/26/2021,2,9,D7,Cracking,700,32,32,BOBST 130ER DC3 ,0
411575,7890,4115757890,10/26/2021,2,9,P1,Color Variation,700,32,32,KBA RAPIDA130 P3 ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7890,4115757890,10/26/2021,2,9,G13,Seepage,700,32,32,GLUER #9 OMEGA ,0
411575,7840,4115757840,10/26/2021,1,8,G2,Excess Glue,700,6,32,GLUER #9 OMEGA ,0
411575,7840,4115757840,10/26/2021,1,8,G3,Insufficient Glue,700,7,32,GLUER #9 OMEGA ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,6,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,5,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,5,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,5,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,6,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,7,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,7,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,P1,Color Variation,700,6,32,KBA RAPIDA130 P3 ,0
411575,7840,4115757840,10/26/2021,1,8,D7,Cracking,700,6,32,BOBST 130ER DC3 ,0
411575,7840,4115757840,10/26/2021,1,8,D7,Cracking,700,7,32,BOBST 130ER DC3 ,0
411649,8413,4116498413,10/26/2021,1,10,D7,Cracking,1200,6,50,HEIDELBERG  DC2 ,0
411832,8388,4118328388,10/27/2021,1,2,ES5,Hologram,300,5,20,BOBST 130ER DC3 ,0
411832,8388,4118328388,10/27/2021,1,2,ES5,Hologram,300,2,20,BOBST 130ER DC3 ,0
411832,8388,4118328388,10/27/2021,1,2,ES5,Hologram,300,2,20,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,CW2,Cello Excess Glue,900,3,32,Gluer #2 Bobst ,0
411832,8390,4118328390,10/27/2021,1,4,ES4,Stamping Register,900,2,32,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,ES4,Stamping Register,900,3,32,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,ES4,Stamping Register,900,2,32,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,ES4,Stamping Register,900,3,32,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,ES4,Stamping Register,900,2,32,BOBST 130ER DC3 ,0
411832,8390,4118328390,10/27/2021,1,4,CW2,Cello Excess Glue,900,2,32,Gluer #2 Bobst ,0
411832,8390,4118328390,10/27/2021,1,4,ES5,Hologram,900,2,32,BOBST 130ER DC3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,32,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,32,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,10,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,11,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,4,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,4,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,9,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,7,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,4,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,4,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,4,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,6,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P5,Hickies,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
411834,8604,4118348604,10/27/2021,1,4,P1,Color Variation,900,0,32,KBA RAPIDA130 P3 ,0
